# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 35 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.35	1st: 1.41
# Laser Mod Attn:	35 dB
# Delay:	98921 (0, Min for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
0.011	0.008	0.013
0.009	0.009	0.014
0.015	0.006	0.021
0.012	-0.005	0.023
0.007	-0.008	0.011
0.007	0.004	0.016
0.013	0.010	0.002
0.012	0.005	-0.001
0.003	0.004	0.002
0.010	0.007	0.001
0.015	0.005	0.013
0.018	0.009	0.014
-0.000	-0.007	0.020
0.010	0.001	0.001
0.013	-0.015	-0.021
0.018	-0.013	-0.035
0.016	-0.014	-0.017
0.009	-0.002	-0.007
0.010	-0.001	0.005
0.014	-0.001	0.008
0.011	0.008	0.004
0.013	0.011	0.009
0.013	0.012	0.012
0.012	0.014	0.002
0.007	0.008	0.003
0.001	0.018	0.011
0.007	0.023	0.017
0.007	0.010	0.027
0.003	0.016	0.025
-0.005	0.006	0.023
0.006	0.013	0.000
0.007	-0.015	-0.000
0.012	-0.006	-0.006
0.001	-0.009	0.002
-0.003	0.002	0.002
0.007	0.012	0.007
0.010	0.015	0.016
0.010	0.010	0.010
0.009	0.007	0.018
0.013	0.015	0.013
0.014	0.010	-0.000
0.012	0.012	0.010
0.007	0.020	0.018
0.011	0.011	0.015
0.018	0.014	0.020
0.007	0.012	0.021
0.007	0.014	0.001
0.013	-0.001	-0.024
0.017	-0.020	-0.020
0.016	-0.008	-0.006
0.012	-0.002	0.005
0.009	0.006	0.003
0.016	-0.004	0.012
0.015	-0.002	0.011
0.010	0.001	0.001
0.011	0.007	0.001
0.013	0.004	-0.000
0.015	0.002	-0.008
0.009	0.008	0.000
0.013	0.012	0.005
0.011	0.005	0.018
0.015	0.011	0.024
0.003	-0.013	0.027
0.013	-0.005	0.003
0.016	-0.016	-0.013
0.017	-0.013	-0.010
0.018	-0.009	-0.007
0.014	-0.003	-0.002
0.011	0.001	-0.000
0.017	0.007	0.010
0.012	0.001	-0.001
0.001	0.006	0.002
0.011	0.010	0.015
0.016	-0.010	0.007
0.007	-0.005	-0.009
-0.000	-0.001	0.002
0.006	0.007	-0.007
0.010	0.005	0.006
0.005	0.005	0.017
0.001	-0.008	0.011
0.007	-0.006	-0.005
0.012	-0.013	-0.012
0.014	-0.011	-0.017
0.007	-0.015	-0.008
0.006	-0.006	0.001
0.013	0.002	-0.003
0.013	-0.002	-0.005
0.015	-0.001	-0.003
0.010	-0.003	0.010
0.017	0.003	0.011
0.018	-0.009	-0.006
0.012	-0.004	0.002
0.011	0.003	0.008
0.018	0.001	0.010
0.020	0.004	0.019
0.006	-0.007	0.016
0.007	-0.010	-0.001
0.013	-0.015	-0.026
0.019	-0.026	-0.021
0.018	-0.008	-0.013
0.018	-0.016	-0.007
0.014	-0.011	-0.006
0.022	-0.018	0.001
0.019	-0.030	-0.012
0.014	-0.009	-0.010
0.017	0.003	-0.001
0.020	-0.033	-0.002
0.019	-0.032	-0.019
0.013	-0.039	-0.019
0.012	-0.024	-0.012
0.012	-0.025	-0.012
0.013	-0.020	-0.011
0.006	-0.048	-0.016
0.010	-0.039	-0.030
0.013	-0.048	-0.047
0.014	-0.050	-0.043
0.011	-0.063	-0.036
0.004	-0.062	-0.018
0.002	-0.039	-0.024
0.015	-0.033	-0.017
0.013	-0.046	-0.034
0.004	-0.054	-0.033
0.015	-0.060	-0.028
0.011	-0.092	-0.028
0.011	-0.106	-0.030
0.006	-0.092	-0.014
0.015	-0.118	-0.012
0.019	-0.104	-0.028
0.009	-0.094	-0.021
-0.002	-0.095	-0.016
0.006	-0.072	-0.030
0.013	-0.092	-0.027
0.016	-0.083	-0.053
0.003	-0.095	-0.047
-0.000	-0.142	-0.042
0.003	-0.144	-0.034
0.006	-0.136	-0.031
0.015	-0.112	-0.033
0.005	-0.142	-0.035
0.014	-0.143	-0.034
0.015	-0.147	-0.043
0.005	-0.164	-0.062
0.002	-0.134	-0.056
0.011	-0.118	-0.051
0.011	-0.124	-0.030
-0.000	-0.148	-0.028
0.004	-0.146	-0.053
0.013	-0.132	-0.066
0.023	-0.158	-0.058
0.021	-0.149	-0.041
0.010	-0.122	-0.022
0.011	-0.146	-0.017
0.016	-0.125	-0.015
0.013	-0.118	-0.010
0.009	-0.111	-0.005
0.013	-0.104	-0.008
0.021	-0.081	-0.020
0.022	-0.073	-0.023
0.010	-0.061	-0.022
0.015	-0.080	-0.033
0.018	-0.073	-0.024
0.018	-0.064	-0.014
0.013	-0.074	-0.003
0.016	-0.062	-0.016
0.021	-0.066	-0.032
0.025	-0.082	-0.022
0.024	-0.065	-0.007
0.011	-0.053	-0.011
0.013	-0.067	-0.015
0.015	-0.071	-0.004
0.017	-0.056	-0.010
0.004	-0.072	0.002
0.013	-0.069	0.012
0.012	-0.065	0.003
0.014	-0.056	-0.000
0.010	-0.038	-0.002
0.014	-0.030	-0.005
0.025	-0.041	-0.014
0.016	-0.033	-0.005
0.008	-0.035	0.008
0.013	-0.022	-0.016
0.019	-0.032	-0.015
0.020	-0.039	-0.017
0.010	-0.037	-0.002
0.003	-0.029	0.006
0.013	-0.013	0.014
0.010	-0.008	0.017
0.018	-0.010	0.005
0.011	-0.001	0.013
0.014	-0.008	0.015
0.013	-0.020	0.004
0.004	-0.006	0.011
0.001	-0.006	0.021
0.010	-0.010	0.016
0.007	-0.001	0.022
-0.005	-0.007	0.026
-0.004	-0.007	-0.005
0.003	-0.009	-0.030
0.011	-0.036	-0.027
0.013	-0.018	-0.012
0.010	-0.006	0.001
0.013	-0.000	0.002
0.017	-0.000	0.006
0.016	-0.006	0.016
0.011	-0.001	-0.002
0.010	0.007	0.000
0.018	-0.001	0.007
0.015	-0.005	0.010
0.007	0.002	0.015
0.010	0.009	0.004
0.008	0.001	0.014
0.012	0.012	0.021
-0.000	-0.008	0.031
0.009	-0.005	0.010
0.014	-0.017	-0.009
0.019	-0.007	-0.007
0.022	-0.007	0.008
0.008	0.006	0.006
0.009	0.012	0.012
0.017	0.011	0.019
0.012	-0.005	0.019
-0.001	0.000	0.019
0.009	0.009	0.017
0.012	0.002	0.009
0.008	-0.012	0.010
-0.000	-0.002	0.016
0.008	0.005	0.006
0.018	0.007	0.016
0.012	0.005	0.016
0.001	-0.002	0.017
0.003	-0.001	0.005
0.013	-0.014	0.006
0.018	-0.006	-0.001
0.003	-0.003	0.008
0.001	0.005	0.007
0.008	0.013	0.013
0.013	0.020	0.013
0.016	0.017	0.014
0.011	0.017	0.014
0.014	0.025	0.019
0.017	0.017	0.003
0.010	0.017	0.006
0.005	0.017	0.011
0.011	0.003	0.012
0.019	0.009	0.016
0.004	0.009	0.018
0.007	0.004	0.004
0.011	-0.000	-0.017
0.016	-0.020	-0.011
0.014	-0.000	-0.009
0.007	0.007	0.001
0.012	0.001	0.008
0.012	0.003	0.015
0.013	-0.005	0.003
0.007	0.002	-0.006
0.011	0.002	0.001
0.014	0.009	0.009
0.014	0.006	0.004
0.005	0.006	0.014
0.010	0.010	0.003
0.013	-0.003	0.006
0.014	0.006	0.015
0.008	-0.007	0.021
0.010	0.010	0.005
0.017	-0.001	-0.002
0.020	-0.003	-0.005
0.017	-0.002	0.007
0.011	0.005	0.010
0.014	0.014	0.015
0.017	0.009	0.022
0.019	0.005	0.011
0.006	0.001	0.014
0.009	0.013	0.016
0.010	0.009	0.006
0.005	0.008	0.003
-0.001	0.012	0.011
0.012	0.017	0.004
0.014	0.011	0.011
0.009	0.016	0.011
0.002	-0.006	0.017
0.009	0.003	0.000
0.016	-0.002	-0.005
0.019	-0.002	-0.003
0.012	-0.003	0.008
0.005	0.003	0.009
0.011	0.012	0.016
0.012	0.006	0.021
0.013	0.004	0.013
0.005	0.009	0.013
0.015	0.010	0.016
0.011	0.007	0.001
0.009	0.005	0.005
0.001	-0.008	0.016
0.008	-0.012	0.015
0.012	-0.002	0.022
-0.004	-0.010	0.023
-0.001	-0.012	0.002
0.004	-0.013	-0.020
0.015	-0.006	-0.012
0.015	0.004	-0.001
0.014	0.000	0.002
0.015	0.004	0.001
0.018	0.008	0.004
0.015	-0.004	0.012
0.011	0.001	0.005
0.008	0.006	0.010
0.017	0.011	0.022
0.016	0.002	0.019
0.005	0.013	0.030
0.008	0.023	0.022
0.014	0.013	0.027
0.012	0.019	0.026
0.006	0.001	0.027
0.014	0.006	0.010
0.020	-0.005	0.005
0.024	-0.006	0.006
0.019	-0.005	0.014
0.012	-0.008	0.014
0.013	0.001	0.016
0.021	0.002	0.014
0.019	-0.015	0.012
0.008	-0.010	0.016
0.020	-0.003	0.023
0.017	-0.002	0.009
0.013	-0.008	0.009
0.014	0.000	0.015
0.018	0.001	0.000
0.022	-0.006	0.008
0.020	0.003	0.017
0.010	-0.004	0.018
0.012	0.009	-0.006
0.021	-0.009	-0.001
0.025	-0.008	-0.005
0.009	-0.018	0.007
0.011	-0.001	0.010
0.013	0.002	0.014
0.013	0.012	0.014
0.019	0.011	0.010
0.006	0.019	0.016
0.013	0.019	0.021
0.010	0.007	0.004
0.008	0.005	0.015
0.006	0.007	0.024
0.016	-0.014	0.016
0.021	-0.009	0.017
0.006	-0.005	0.020
0.006	0.004	0.010
0.009	-0.001	-0.019
0.014	0.005	-0.010
0.016	-0.001	-0.002
0.014	-0.004	0.006
0.014	-0.008	0.004
0.019	-0.017	0.013
0.018	-0.014	0.015
0.016	-0.015	-0.004
0.018	-0.003	0.006
0.023	-0.002	0.010
0.016	-0.008	0.009
0.010	-0.011	0.007
0.010	-0.016	-0.015
0.010	-0.021	-0.009
0.014	-0.030	0.003
0.005	-0.046	0.010
0.015	-0.033	-0.012
0.019	-0.037	-0.023
0.025	-0.049	-0.016
0.016	-0.047	-0.002
0.012	-0.039	-0.006
0.015	-0.040	-0.006
0.018	-0.044	0.002
0.017	-0.046	-0.011
0.005	-0.071	-0.003
0.015	-0.051	0.000
0.016	-0.065	-0.010
0.008	-0.057	-0.006
0.010	-0.046	0.002
0.018	-0.055	-0.001
0.022	-0.059	0.002
0.020	-0.060	0.000
0.012	-0.078	-0.001
0.015	-0.057	-0.010
0.018	-0.069	-0.017
0.019	-0.068	-0.020
0.006	-0.088	-0.018
0.002	-0.071	-0.011
0.011	-0.046	-0.009
0.009	-0.032	-0.006
0.015	-0.038	-0.016
0.007	-0.031	-0.013
0.016	-0.025	-0.009
0.013	-0.042	-0.023
0.008	-0.028	-0.022
0.013	-0.029	-0.013
0.015	-0.034	-0.020
0.019	-0.019	-0.007
0.005	-0.041	-0.017
0.008	-0.041	-0.015
0.016	-0.051	-0.037
0.019	-0.060	-0.036
0.017	-0.048	-0.054
0.011	-0.077	-0.046
0.010	-0.100	-0.040
0.016	-0.088	-0.041
0.016	-0.088	-0.045
0.010	-0.084	-0.042
0.013	-0.075	-0.027
0.021	-0.091	-0.033
0.020	-0.145	-0.037
0.008	-0.114	-0.029
0.012	-0.143	-0.048
0.012	-0.143	-0.037
0.012	-0.113	-0.033
0.004	-0.150	-0.040
0.010	-0.168	-0.060
0.012	-0.172	-0.062
0.018	-0.168	-0.056
0.017	-0.170	-0.040
0.010	-0.170	-0.035
0.012	-0.130	-0.016
0.016	-0.096	-0.040
0.013	-0.085	-0.030
0.003	-0.080	-0.027
0.006	-0.061	-0.026
0.009	-0.056	-0.032
0.007	-0.056	-0.022
0.004	-0.040	-0.007
0.016	-0.059	-0.004
0.020	-0.074	0.005
0.013	-0.064	0.016
0.007	-0.065	0.008
0.013	-0.046	-0.012
0.017	-0.061	-0.014
0.019	-0.066	-0.017
0.008	-0.056	-0.009
0.003	-0.046	-0.008
0.010	-0.045	-0.021
0.013	-0.042	-0.016
0.020	-0.050	-0.019
0.012	-0.034	-0.011
0.017	-0.044	-0.005
0.017	-0.043	-0.026
0.015	-0.052	-0.016
0.015	-0.042	-0.003
0.019	-0.054	-0.019
0.017	-0.046	-0.002
0.003	-0.061	-0.017
0.006	-0.048	-0.021
0.013	-0.046	-0.045
0.022	-0.041	-0.030
0.018	-0.062	-0.021
0.012	-0.072	-0.010
0.018	-0.061	-0.003
0.021	-0.056	0.011
0.020	-0.053	0.017
0.010	-0.040	0.011
0.013	-0.024	0.012
0.022	-0.040	0.019
0.020	-0.035	0.008
0.008	-0.023	0.008
0.006	-0.008	0.010
0.014	-0.014	0.004
0.016	-0.002	0.009
0.011	-0.004	0.016
0.017	0.001	-0.007
0.017	-0.019	-0.019
0.018	-0.023	-0.026
0.020	-0.027	-0.014
0.011	-0.027	-0.005
0.014	-0.028	-0.002
0.022	-0.014	0.007
0.020	-0.023	0.005
0.008	-0.017	0.008
0.014	-0.007	0.014
0.015	-0.013	0.006
0.005	-0.014	0.008
-0.002	-0.005	0.012
0.006	0.001	0.007
0.011	0.002	0.013
0.000	0.012	0.016
0.003	-0.006	0.018
0.009	0.004	-0.012
0.016	-0.014	-0.011
0.017	-0.009	-0.005
0.013	-0.012	0.006
0.010	-0.000	0.012
0.013	-0.005	0.014
0.011	0.010	0.021
0.017	0.005	0.012
0.014	0.005	0.011
0.015	0.001	0.018
0.016	-0.006	0.008
0.014	-0.003	0.010
0.012	0.001	0.016
0.019	0.004	0.006
0.012	-0.000	0.018
-0.000	-0.004	0.023
0.006	-0.005	0.013
0.014	-0.004	-0.017
0.015	-0.001	-0.003
0.015	0.015	0.003
0.012	-0.001	0.006
0.014	0.010	0.012
0.019	-0.001	0.020
0.019	-0.009	0.015
0.016	-0.001	0.006
0.015	-0.002	0.008
0.020	0.004	0.003
0.019	0.007	0.000
0.012	0.001	0.008
0.012	0.004	0.003
0.016	0.002	0.009
0.013	0.002	0.011
-0.001	-0.003	0.016
0.002	0.009	-0.001
0.006	-0.011	-0.016
0.013	-0.007	-0.012
0.012	-0.013	-0.001
-0.001	-0.003	0.003
0.005	0.004	0.009
0.009	0.005	0.015
0.006	0.007	0.006
0.008	0.006	0.009
0.017	0.016	0.011
0.019	0.003	0.007
0.014	-0.001	-0.001
0.007	0.007	0.012
0.018	0.016	0.004
0.022	0.005	0.011
0.009	0.013	0.013
0.006	0.005	0.024
0.013	0.003	-0.002
0.020	-0.012	0.004
0.027	-0.009	-0.003
0.015	-0.017	0.002
0.004	-0.014	0.002
0.011	-0.004	0.009
0.011	0.003	0.015
0.009	-0.001	0.003
0.012	0.008	0.013
0.022	0.018	0.015
0.022	0.011	0.004
0.008	-0.017	0.008
0.009	-0.009	0.024
0.019	-0.009	0.020
0.013	0.002	0.022
0.002	-0.003	0.020
0.009	-0.013	0.003
0.016	0.005	-0.016
0.022	0.004	-0.003
0.020	0.017	-0.008
0.013	0.005	0.002
0.014	0.009	0.010
0.019	0.012	0.014
0.016	0.010	0.020
0.004	0.000	0.015
0.005	0.002	0.017
0.011	0.000	0.013
0.012	-0.006	0.017
0.007	0.004	0.022
0.009	0.016	0.002
0.013	0.009	0.002
0.011	0.016	0.012
-0.001	0.014	0.019
0.006	0.013	-0.003
0.017	-0.006	-0.021
0.019	-0.011	-0.020
0.020	-0.009	-0.002
0.010	-0.007	0.005
0.011	0.001	0.010
0.014	0.004	0.011
0.020	0.004	0.006
0.017	0.011	0.006
0.023	0.018	0.012
0.025	0.009	0.006
0.013	0.005	0.009
0.008	0.014	0.020
0.013	0.012	0.009
0.015	0.011	0.009
0.004	0.019	0.019
0.002	-0.011	0.026
0.012	-0.002	-0.007
0.020	-0.006	-0.012
0.022	-0.006	-0.013
0.011	-0.008	-0.002
0.007	0.000	0.001
0.010	0.010	0.003
0.011	0.010	0.006
0.012	0.006	0.001
0.011	0.004	0.006
0.015	0.012	0.010
0.017	0.011	-0.016
0.003	0.010	0.002
0.010	0.011	0.013
0.013	-0.003	0.016
0.013	0.007	0.021
0.001	0.001	0.024
0.001	-0.004	0.001
0.007	0.007	-0.021
0.013	0.006	-0.010
0.010	0.001	-0.012
0.003	-0.005	0.005
0.010	-0.002	0.008
0.020	-0.014	0.010
0.019	-0.025	0.006
0.014	-0.034	0.002
0.015	-0.023	0.006
0.019	-0.021	-0.005
0.020	-0.020	0.004
0.007	-0.017	0.012
0.015	-0.006	0.006
0.019	-0.004	0.018
0.014	-0.008	0.027
-0.001	-0.011	0.026
0.006	-0.004	0.003
0.012	-0.012	-0.014
0.015	-0.008	-0.019
0.015	-0.030	-0.006
0.006	-0.027	-0.007
0.010	-0.018	0.005
0.021	-0.008	0.013
0.016	-0.009	0.006
0.010	0.003	0.008
0.019	0.009	0.009
0.018	-0.007	-0.008
0.012	-0.009	-0.008
0.004	-0.010	-0.001
0.012	-0.029	-0.007
0.009	-0.020	0.006
0.003	-0.020	0.012
0.002	-0.046	0.019
0.011	-0.057	0.001
0.015	-0.070	-0.028
0.016	-0.060	-0.028
0.006	-0.054	-0.019
0.006	-0.072	-0.010
0.010	-0.050	-0.010
0.013	-0.063	-0.005
0.013	-0.069	-0.018
0.011	-0.066	-0.022
0.015	-0.056	-0.018
0.012	-0.060	-0.019
0.001	-0.056	-0.009
-0.001	-0.053	-0.003
0.014	-0.045	-0.002
0.012	-0.055	0.008
0.003	-0.073	0.014
0.008	-0.072	-0.010
0.013	-0.044	-0.033
0.022	-0.054	-0.019
0.019	-0.041	-0.011
0.014	-0.044	0.002
0.013	-0.029	-0.001
0.016	-0.019	0.002
0.017	-0.048	0.008
0.012	-0.051	-0.009
0.013	-0.048	-0.009
0.017	-0.059	-0.011
0.020	-0.064	0.003
0.002	-0.077	-0.002
0.010	-0.077	-0.011
0.018	-0.099	-0.016
0.013	-0.082	-0.012
0.002	-0.083	0.005
0.010	-0.071	-0.015
0.017	-0.106	-0.031
0.021	-0.102	-0.049
0.017	-0.105	-0.026
0.004	-0.108	-0.018
0.013	-0.112	-0.008
0.020	-0.118	-0.001
0.022	-0.119	-0.015
0.012	-0.140	-0.045
0.021	-0.131	-0.045
0.019	-0.127	-0.066
0.009	-0.110	-0.051
0.007	-0.101	-0.048
0.011	-0.131	-0.051
0.009	-0.111	-0.036
0.007	-0.095	-0.031
0.002	-0.086	-0.015
0.009	-0.097	-0.020
0.014	-0.080	-0.026
0.018	-0.077	-0.018
0.012	-0.072	-0.011
0.004	-0.055	-0.001
0.012	-0.050	0.008
0.013	-0.069	0.011
0.011	-0.057	-0.006
0.007	-0.043	-0.003
0.021	-0.030	0.002
0.019	-0.043	-0.013
0.007	-0.065	-0.002
0.010	-0.050	0.010
0.016	-0.043	0.012
0.017	-0.035	0.011
0.003	-0.031	0.014
0.008	-0.038	-0.008
0.020	-0.036	-0.034
0.024	-0.071	-0.031
0.023	-0.054	-0.022
0.011	-0.072	-0.010
0.010	-0.085	-0.007
0.016	-0.086	0.001
0.018	-0.074	0.015
0.016	-0.060	0.001
0.020	-0.070	-0.004
0.025	-0.068	-0.035
0.024	-0.062	-0.029
0.008	-0.070	-0.029
0.015	-0.051	-0.039
0.020	-0.056	-0.026
0.016	-0.052	-0.012
0.004	-0.049	-0.003
0.011	-0.039	-0.015
0.016	-0.054	-0.039
0.015	-0.045	-0.039
0.016	-0.062	-0.027
0.004	-0.037	-0.011
0.011	-0.020	-0.000
0.016	-0.015	0.003
0.012	-0.019	-0.002
0.002	-0.030	0.003
0.007	-0.015	0.008
0.009	-0.031	0.007
0.009	-0.022	-0.007
0.003	-0.012	-0.001
0.017	-0.010	0.003
0.016	-0.025	0.008
0.008	-0.020	0.014
0.006	-0.029	0.019
0.008	-0.008	0.010
0.014	-0.027	-0.009
0.015	-0.026	-0.010
0.014	-0.027	-0.003
0.003	-0.022	-0.003
0.009	-0.006	0.009
0.012	0.002	0.006
0.012	-0.004	0.002
0.008	0.005	0.013
0.011	0.003	0.016
0.013	0.002	0.006
0.006	-0.008	0.016
0.008	0.005	0.023
0.016	-0.000	0.016
0.012	0.011	-0.009
0.003	-0.003	-0.001
0.011	-0.001	-0.010
0.016	0.006	-0.028
0.019	-0.007	-0.019
0.018	0.005	-0.014
0.011	-0.006	-0.001
0.014	-0.006	0.008
0.013	-0.008	0.010
0.015	-0.009	0.020
0.009	-0.004	0.009
0.016	0.002	0.016
0.022	0.003	0.007
0.025	-0.004	0.016
0.009	-0.001	0.022
0.013	0.003	0.022
0.023	-0.009	0.026
0.015	-0.002	0.027
0.001	-0.006	0.030
0.012	-0.004	0.006
0.019	-0.013	-0.013
0.024	-0.016	-0.015
0.023	-0.013	-0.005
0.006	-0.010	0.005
0.016	-0.005	0.014
0.017	-0.003	0.014
0.014	-0.005	0.012
0.005	0.006	0.013
0.015	0.008	0.013
0.015	-0.001	0.003
0.005	-0.004	0.007
0.001	0.007	0.019
0.011	0.009	0.013
0.012	0.004	0.020
0.007	-0.000	0.022
0.008	-0.014	0.030
0.013	-0.003	0.013
0.022	-0.012	0.001
0.016	-0.010	-0.004
0.009	-0.017	0.004
0.003	-0.009	0.008
0.011	-0.001	0.020
0.015	0.006	0.023
0.015	-0.000	0.013
0.013	-0.001	0.018
0.019	0.012	0.019
0.018	0.003	-0.001
0.008	0.002	0.002
0.014	0.008	0.013
0.021	0.001	0.007
0.016	-0.000	0.011
0.002	-0.002	0.015
0.008	-0.005	-0.001
0.012	0.003	-0.023
0.017	-0.003	-0.010
0.016	0.008	-0.008
0.012	0.013	0.002
0.010	0.011	0.005
0.013	0.009	0.014
0.012	-0.004	0.020
0.002	-0.001	0.012
0.004	0.011	0.014
0.015	0.006	0.002
0.016	-0.004	0.010
0.003	0.010	0.020
0.010	0.019	0.016
0.018	0.010	0.015
0.013	0.024	0.017
-0.004	0.008	0.024
0.007	0.017	0.002
0.014	-0.002	-0.016
0.020	-0.002	-0.012
0.020	-0.007	-0.003
0.007	0.004	0.009
0.012	0.011	0.016
0.017	0.011	0.022
0.019	0.004	0.018
0.011	0.000	0.024
0.014	0.009	0.020
0.012	0.003	0.008
0.011	-0.003	0.005
0.003	-0.003	0.011
0.006	0.011	0.010
0.008	-0.001	0.018
0.007	0.008	0.020
0.004	-0.004	0.021
0.010	0.006	0.001
0.016	-0.003	-0.007
0.017	-0.008	-0.005
0.017	-0.012	0.002
0.007	-0.006	0.007
0.009	-0.002	0.010
0.013	0.005	0.016
0.015	0.004	0.012
0.010	0.013	0.011
0.018	0.019	0.013
0.019	0.012	-0.005
0.007	0.011	0.001
0.006	0.019	0.011
0.017	-0.001	0.004
0.013	-0.003	0.014
0.000	-0.006	0.023
0.011	-0.011	0.011
0.018	-0.000	-0.016
0.019	-0.018	-0.006
0.020	-0.004	0.002
0.013	-0.004	0.014
0.017	0.002	0.018
0.017	0.008	0.017
0.018	0.005	0.017
0.011	0.007	0.012
0.013	0.011	0.019
0.013	-0.002	0.007
0.012	-0.002	0.003
-0.003	0.011	0.014
0.007	0.017	0.011
0.018	0.011	0.016
0.013	0.020	0.011
0.001	0.012	0.017
0.006	-0.000	0.003
0.016	-0.006	-0.012
0.021	-0.003	-0.010
0.019	-0.007	-0.003
0.006	-0.020	-0.000
0.010	-0.018	0.009
0.015	-0.015	0.010
0.017	-0.022	0.004
0.005	-0.015	0.008
0.011	-0.004	0.008
0.014	-0.004	-0.012
0.007	-0.013	-0.004
0.006	-0.015	0.004
0.012	-0.008	-0.008
0.011	-0.016	0.005
0.009	-0.017	0.002
0.009	-0.024	0.011
0.011	-0.018	-0.009
0.015	-0.015	-0.023
0.017	-0.027	-0.037
0.017	-0.029	-0.019
0.008	-0.021	-0.019
0.017	-0.022	-0.010
0.011	-0.042	-0.003
0.010	-0.047	-0.008
0.007	-0.041	-0.008
0.017	-0.054	-0.001
0.017	-0.045	-0.027
0.007	-0.063	-0.021
0.012	-0.050	-0.012
0.016	-0.053	-0.018
0.010	-0.032	-0.011
-0.004	-0.040	-0.006
0.007	-0.042	-0.000
0.013	-0.021	-0.029
0.022	-0.033	-0.019
0.021	-0.022	-0.024
0.018	-0.025	-0.009
0.017	-0.018	-0.004
0.019	-0.044	-0.001
0.014	-0.047	0.004
0.005	-0.038	-0.007
0.007	-0.028	0.000
0.014	-0.019	0.001
0.014	-0.043	-0.006
0.005	-0.030	0.006
0.015	-0.027	0.003
0.021	-0.027	0.012
0.016	-0.016	0.011
0.003	-0.021	0.018
0.013	-0.027	0.001
0.019	-0.064	-0.030
0.021	-0.064	-0.026
0.017	-0.066	-0.005
0.002	-0.060	0.002
0.011	-0.056	0.009
0.017	-0.076	0.005
0.013	-0.087	-0.002
0.002	-0.084	-0.004
0.008	-0.078	0.002
0.011	-0.076	-0.021
0.009	-0.102	-0.019
0.008	-0.125	-0.010
0.015	-0.132	-0.017
0.015	-0.125	-0.014
0.012	-0.123	-0.007
0.001	-0.132	-0.008
0.010	-0.156	-0.041
0.012	-0.154	-0.053
0.016	-0.163	-0.063
0.011	-0.178	-0.048
0.004	-0.150	-0.057
0.009	-0.158	-0.070
0.014	-0.137	-0.065
0.012	-0.140	-0.063
0.015	-0.143	-0.054
0.023	-0.127	-0.052
0.019	-0.125	-0.066
0.010	-0.120	-0.051
0.003	-0.113	-0.041
0.012	-0.099	-0.031
0.010	-0.084	-0.028
-0.000	-0.082	-0.018
0.008	-0.085	-0.017
0.014	-0.078	-0.037
0.016	-0.095	-0.027
0.015	-0.054	-0.022
0.011	-0.050	-0.016
0.013	-0.045	-0.015
0.013	-0.047	-0.015
0.015	-0.056	-0.005
0.014	-0.049	-0.014
0.018	-0.053	-0.008
0.028	-0.060	-0.012
0.020	-0.058	-0.006
0.002	-0.046	0.008
0.007	-0.047	-0.000
0.015	-0.065	0.010
0.009	-0.047	0.013
0.000	-0.059	0.018
0.009	-0.052	-0.000
0.018	-0.058	-0.011
0.022	-0.059	-0.007
0.016	-0.049	-0.006
0.004	-0.048	-0.002
0.011	-0.072	0.009
0.015	-0.063	0.005
0.015	-0.058	-0.009
0.004	-0.049	-0.004
0.010	-0.044	-0.004
0.011	-0.040	-0.025
0.003	-0.046	-0.007
0.002	-0.033	0.005
0.011	-0.034	0.008
0.019	-0.041	0.014
0.010	-0.042	0.013
0.002	-0.044	0.018
0.013	-0.026	-0.005
0.023	-0.030	-0.018
0.024	-0.025	-0.024
0.024	-0.037	-0.009
0.015	-0.021	-0.003
0.021	-0.014	0.005
0.019	-0.009	0.014
0.019	-0.030	0.003
0.014	-0.025	0.012
0.018	-0.017	0.011
0.015	-0.020	-0.007
0.003	-0.022	-0.007
0.010	-0.007	0.010
0.016	-0.016	-0.001
0.017	-0.019	0.011
0.006	-0.035	0.017
0.013	-0.025	0.017
0.016	-0.008	-0.011
0.015	-0.032	0.003
0.020	-0.016	-0.005
0.020	-0.007	0.003
0.021	-0.016	0.011
0.023	-0.011	0.018
0.020	-0.010	0.020
0.012	-0.001	0.008
0.014	-0.003	0.012
0.020	-0.011	0.009
0.020	-0.016	-0.002
0.001	-0.000	0.013
0.009	0.005	0.005
0.016	-0.009	0.009
0.014	-0.000	0.009
-0.001	-0.014	0.017
0.008	0.000	0.002
0.017	-0.021	-0.020
0.025	-0.017	-0.016
0.021	-0.022	0.000
0.012	-0.006	0.005
0.017	0.002	0.012
0.018	0.005	0.010
0.017	0.000	0.006
0.011	0.005	0.016
0.018	0.016	0.020
0.017	0.002	0.004
0.010	0.005	0.016
0.005	0.008	0.020
0.014	0.010	0.022
0.015	0.006	0.026
0.005	0.014	0.023
0.000	-0.004	0.028
0.008	0.006	0.003
0.015	-0.006	-0.008
