# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 37 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.09	1st: 1.10
# Laser Mod Attn:	36 dB
# Delay:	106892 (pi, Max for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
0.014	-0.013	-0.002
0.014	-0.017	-0.016
0.018	-0.031	-0.012
0.023	-0.011	-0.002
0.017	-0.004	-0.003
0.019	-0.002	-0.017
0.008	0.004	-0.013
0.010	-0.000	-0.018
0.015	-0.007	-0.006
0.011	-0.000	-0.002
0.014	0.001	0.002
0.014	-0.003	-0.001
0.010	0.004	0.005
0.012	-0.010	0.013
0.017	0.006	0.002
0.013	0.007	0.004
0.013	0.018	0.011
0.021	0.012	0.021
0.022	-0.004	0.012
0.023	-0.001	0.012
0.006	0.003	-0.005
0.013	0.010	-0.001
0.020	0.012	-0.008
0.009	0.018	0.001
0.015	0.015	-0.002
0.024	0.015	0.001
0.017	0.015	0.010
0.018	0.009	0.013
0.015	0.013	0.017
0.012	0.015	0.017
0.015	0.009	-0.001
0.013	0.014	0.005
0.016	0.009	0.012
0.018	0.012	0.020
0.023	0.007	0.027
0.025	-0.012	0.018
0.015	0.004	0.018
0.011	0.009	0.013
0.020	0.022	0.022
0.018	0.022	0.026
0.007	0.023	0.003
0.016	0.011	0.010
0.018	0.010	0.008
0.015	0.004	0.020
0.021	0.009	0.023
0.006	0.020	0.012
0.008	0.018	0.020
0.014	0.013	0.006
0.015	0.015	0.005
0.016	0.020	0.012
0.016	0.013	0.024
0.022	0.017	0.012
0.019	0.005	0.020
0.014	0.015	0.023
0.007	0.023	0.019
0.015	0.027	0.010
0.009	0.029	0.006
0.010	0.019	0.009
0.017	0.010	0.018
0.014	0.016	0.010
0.018	0.009	0.014
0.011	0.015	0.019
0.005	0.022	0.016
0.007	0.007	0.011
0.013	0.012	-0.003
0.012	0.005	0.002
0.012	0.009	0.014
0.018	0.007	0.026
0.024	-0.008	0.001
0.020	-0.010	0.012
0.005	-0.000	0.006
0.014	0.005	0.010
0.019	0.004	0.007
0.009	0.011	-0.001
0.016	-0.006	-0.003
0.026	0.002	-0.005
0.015	0.014	0.002
0.025	0.009	0.012
0.017	0.017	0.017
0.021	0.015	0.011
0.018	0.010	-0.002
0.016	0.014	0.003
0.015	0.014	0.011
0.014	0.019	0.016
0.012	0.020	0.017
0.021	-0.008	0.004
0.009	0.001	0.014
0.005	0.007	0.017
0.014	-0.001	0.023
0.015	0.008	0.010
0.010	0.018	-0.007
0.015	0.004	0.010
0.018	0.004	-0.002
0.015	-0.004	0.005
0.021	0.009	0.015
0.006	0.014	0.007
0.005	0.016	0.012
0.008	0.010	-0.007
0.009	0.013	0.008
0.009	0.008	0.014
0.013	0.003	0.007
0.012	0.016	-0.009
0.014	0.006	0.007
0.009	0.012	0.016
0.009	0.018	0.011
0.017	0.027	0.007
0.007	0.025	0.003
0.013	0.026	0.000
0.022	0.017	0.011
0.019	0.024	0.015
0.020	0.016	0.020
0.018	0.020	0.025
0.011	0.019	0.020
0.015	0.003	0.024
0.018	0.013	0.005
0.009	0.010	0.005
0.010	0.013	0.009
0.016	0.010	0.017
0.018	-0.005	0.012
0.017	-0.009	0.017
-0.002	-0.003	0.009
0.009	0.008	0.016
0.015	0.013	0.004
0.000	0.023	0.005
0.011	0.009	0.000
0.017	0.016	0.002
0.012	0.020	0.003
0.022	0.011	0.009
0.014	0.016	0.007
0.008	0.017	0.002
0.013	0.007	-0.016
0.017	0.009	-0.001
0.017	-0.004	0.008
0.015	0.005	0.021
0.015	0.005	0.030
0.018	-0.010	0.017
0.012	-0.007	0.019
0.008	0.007	0.014
0.015	0.005	0.019
0.020	0.013	0.010
0.015	0.010	0.000
0.023	0.007	0.001
0.025	0.016	-0.005
0.020	0.013	0.008
0.023	0.003	0.014
0.023	0.014	0.010
0.020	0.023	0.019
0.029	0.015	0.009
0.026	0.024	0.016
0.024	0.015	0.020
0.019	0.009	0.027
0.023	0.022	0.011
0.023	0.016	0.018
0.019	0.024	0.026
0.010	0.029	0.015
0.019	0.026	0.012
0.012	0.031	0.000
0.015	0.024	0.001
0.024	0.018	0.002
0.020	0.024	0.004
0.021	0.011	0.011
0.019	0.018	0.010
0.012	0.010	0.010
0.020	0.003	0.017
0.026	0.009	0.006
0.019	0.012	0.015
0.019	0.014	0.015
0.023	0.010	0.015
0.022	-0.001	0.005
0.019	-0.002	0.006
0.009	0.011	0.003
0.013	0.016	0.008
0.020	0.010	0.004
0.006	0.010	-0.004
0.015	-0.000	-0.009
0.019	0.010	-0.005
0.016	0.011	0.004
0.024	0.006	0.013
0.010	0.009	0.020
0.009	0.005	0.004
0.009	-0.006	-0.010
0.011	0.007	-0.005
0.010	-0.007	0.000
0.011	-0.003	0.014
0.013	0.002	0.015
0.022	-0.020	-0.003
0.008	-0.008	0.003
0.006	-0.007	-0.001
0.016	-0.006	0.001
0.014	0.004	-0.002
0.001	0.003	-0.017
0.007	-0.002	-0.005
0.018	0.002	-0.013
0.014	-0.016	-0.013
0.021	-0.013	-0.004
0.023	0.004	-0.006
0.021	-0.016	-0.011
0.021	-0.010	-0.020
0.017	-0.000	-0.016
0.016	-0.024	-0.005
0.018	-0.020	-0.002
0.017	-0.017	-0.005
0.022	-0.034	-0.000
0.014	-0.036	0.003
0.011	-0.047	0.005
0.020	-0.030	-0.030
0.016	-0.018	-0.046
0.017	-0.010	-0.052
0.021	-0.025	-0.045
0.021	-0.018	-0.034
0.016	-0.032	-0.024
0.017	-0.041	-0.025
0.009	-0.042	-0.032
0.017	-0.028	-0.037
0.018	-0.048	-0.047
0.015	-0.055	-0.043
0.011	-0.070	-0.042
0.018	-0.075	-0.040
0.017	-0.100	-0.062
0.021	-0.094	-0.044
0.004	-0.101	-0.052
0.008	-0.081	-0.051
0.016	-0.092	-0.059
0.004	-0.082	-0.065
0.007	-0.109	-0.072
0.012	-0.086	-0.075
0.012	-0.078	-0.082
0.017	-0.075	-0.098
0.005	-0.063	-0.109
0.008	-0.097	-0.097
0.012	-0.110	-0.110
0.009	-0.132	-0.101
0.015	-0.151	-0.126
0.014	-0.143	-0.130
0.020	-0.135	-0.124
0.026	-0.134	-0.121
0.013	-0.134	-0.128
0.007	-0.152	-0.162
0.018	-0.147	-0.159
0.017	-0.138	-0.166
0.009	-0.131	-0.139
0.017	-0.123	-0.126
0.024	-0.111	-0.109
0.022	-0.103	-0.097
0.028	-0.103	-0.085
0.026	-0.106	-0.068
0.024	-0.111	-0.057
0.029	-0.104	-0.102
0.025	-0.090	-0.098
0.025	-0.082	-0.075
0.026	-0.074	-0.059
0.024	-0.068	-0.073
0.023	-0.073	-0.063
0.020	-0.064	-0.045
0.016	-0.065	-0.035
0.025	-0.052	-0.039
0.016	-0.054	-0.040
0.017	-0.076	-0.039
0.024	-0.060	-0.034
0.022	-0.038	-0.016
0.019	-0.043	-0.014
0.012	-0.037	-0.018
0.007	-0.041	-0.030
0.011	-0.054	-0.025
0.024	-0.058	-0.028
0.018	-0.039	-0.035
0.020	-0.027	-0.021
0.022	-0.024	-0.011
0.026	-0.035	-0.011
0.022	-0.027	-0.015
0.004	-0.019	-0.027
0.012	-0.017	-0.017
0.021	-0.010	-0.030
0.004	0.008	-0.038
0.012	-0.008	-0.046
0.020	0.002	-0.043
0.014	0.000	-0.045
0.025	-0.010	-0.041
0.010	0.001	-0.030
0.016	-0.002	-0.042
0.015	-0.017	-0.074
0.020	-0.004	-0.049
0.013	-0.002	-0.032
0.018	0.006	-0.011
0.017	0.003	-0.009
0.022	-0.019	-0.014
0.011	-0.022	-0.004
0.004	-0.016	-0.012
0.012	-0.009	-0.015
0.013	0.001	-0.007
0.007	0.002	-0.010
0.015	0.008	-0.005
0.020	0.022	-0.006
0.012	0.004	-0.007
0.018	0.009	0.002
0.004	0.014	0.001
0.006	0.013	0.013
0.012	0.019	-0.003
0.021	0.015	-0.014
0.023	0.015	-0.005
0.025	0.017	0.004
0.023	0.019	-0.009
0.021	-0.002	-0.008
0.014	0.005	0.003
0.015	0.015	0.003
0.023	0.015	-0.006
0.008	0.014	-0.014
0.010	-0.004	-0.019
0.018	-0.001	-0.021
0.015	0.016	-0.010
0.020	0.016	-0.010
0.020	0.021	0.006
0.018	0.006	-0.002
0.025	0.005	0.005
0.026	0.011	-0.008
0.021	0.003	0.004
0.015	0.016	0.004
0.025	0.008	0.013
0.022	-0.008	-0.002
0.023	-0.004	0.008
0.009	-0.000	0.003
0.014	0.007	0.017
0.019	0.014	0.002
0.002	0.012	0.000
0.014	-0.006	0.003
0.020	0.007	0.002
0.013	0.012	0.014
0.017	0.002	0.018
0.010	0.005	0.020
0.009	0.006	0.021
0.012	0.007	0.001
0.011	0.009	-0.001
0.016	0.001	0.008
0.015	0.007	0.014
0.014	0.004	0.020
0.014	-0.020	0.003
0.008	-0.011	0.003
0.007	-0.001	0.002
0.020	0.005	0.007
0.019	0.008	0.013
0.011	0.003	0.007
0.014	0.011	0.009
0.021	0.015	0.011
0.014	0.012	0.015
0.015	0.014	0.023
0.008	0.022	0.015
0.011	0.006	0.023
0.018	0.018	0.000
0.019	0.023	0.011
0.020	0.020	0.008
0.019	0.015	0.007
0.018	0.021	0.008
0.017	0.002	0.015
0.012	0.005	0.022
0.017	0.009	0.013
0.025	0.009	0.008
0.008	0.011	0.002
0.011	0.001	-0.004
0.018	0.004	-0.016
0.018	0.011	-0.004
0.020	0.014	0.003
0.013	0.022	0.016
0.012	0.022	0.017
0.014	-0.001	0.023
0.016	0.012	0.012
0.007	0.000	0.017
0.007	0.005	0.014
0.014	0.003	0.022
0.016	-0.007	0.009
0.015	-0.003	0.014
0.005	-0.004	0.006
0.009	0.005	0.012
0.012	0.018	0.009
0.003	0.017	-0.002
0.008	0.002	0.002
0.016	0.008	-0.005
0.009	0.007	-0.003
0.016	-0.003	0.006
0.002	0.006	0.014
0.010	0.007	0.005
0.014	0.006	-0.009
0.017	0.015	-0.006
0.018	0.009	0.011
0.015	0.014	0.013
0.016	0.010	0.012
0.023	0.003	0.004
0.010	0.003	0.012
0.006	-0.001	0.008
0.019	0.006	0.007
0.018	0.012	0.023
0.010	0.008	0.014
0.017	0.001	0.021
0.027	0.011	0.021
0.021	0.003	0.020
0.018	0.003	0.010
0.007	0.010	0.003
0.013	0.004	0.006
0.019	0.007	0.003
0.025	0.020	0.008
0.019	0.019	0.011
0.021	0.018	0.015
0.017	0.024	0.016
0.020	-0.006	0.023
0.009	0.010	0.023
0.011	0.012	0.024
0.018	0.012	0.023
0.007	0.020	0.016
0.011	0.019	0.006
0.014	0.018	0.003
0.012	0.022	0.004
0.014	0.014	0.005
0.014	0.018	0.010
0.007	0.008	0.007
0.017	0.009	0.010
0.019	0.012	-0.005
0.017	0.005	0.009
0.016	0.012	0.013
0.024	0.013	0.020
0.018	0.001	0.008
0.021	-0.000	0.017
0.004	0.003	0.007
0.015	0.011	0.015
0.020	0.008	0.012
0.010	0.003	0.008
0.015	-0.015	0.005
0.017	-0.003	0.000
0.014	0.002	0.007
0.022	-0.005	0.012
0.002	0.005	0.020
0.008	0.005	0.012
0.016	-0.001	-0.006
0.011	0.004	0.002
0.015	-0.014	0.008
0.014	0.003	0.008
0.018	-0.007	-0.003
0.020	-0.013	-0.001
0.011	-0.007	0.009
0.009	0.004	-0.009
0.015	0.011	-0.005
0.018	0.015	0.007
0.013	0.010	-0.008
0.018	0.005	0.003
0.022	0.006	0.001
0.020	-0.010	0.008
0.020	-0.004	0.007
0.015	0.002	-0.006
0.017	-0.019	-0.002
0.024	-0.006	-0.014
0.021	0.002	-0.006
0.023	-0.001	-0.002
0.020	0.004	0.000
0.023	0.014	0.000
0.021	-0.002	0.003
0.011	-0.013	0.014
0.016	-0.005	0.005
0.025	0.004	0.003
0.008	0.003	-0.010
0.012	-0.001	-0.008
0.018	0.002	-0.008
0.017	0.009	-0.007
0.019	-0.007	-0.009
0.019	-0.024	0.007
0.012	-0.025	-0.010
0.018	-0.023	-0.019
0.022	-0.017	-0.015
0.014	-0.027	-0.009
0.017	-0.021	-0.001
0.019	-0.030	0.019
0.020	-0.050	0.004
0.023	-0.071	-0.003
0.009	-0.086	-0.007
0.019	-0.063	-0.012
0.020	-0.076	-0.030
0.008	-0.065	-0.044
0.015	-0.064	-0.040
0.023	-0.066	-0.047
0.020	-0.051	-0.072
0.025	-0.048	-0.056
0.005	-0.027	-0.046
0.014	-0.037	-0.049
0.012	-0.055	-0.052
0.012	-0.079	-0.040
0.018	-0.068	-0.035
0.017	-0.051	-0.028
0.019	-0.063	-0.039
0.028	-0.073	-0.035
0.014	-0.058	-0.031
0.008	-0.072	-0.025
0.016	-0.059	-0.036
0.020	-0.070	-0.022
0.013	-0.092	-0.050
0.014	-0.091	-0.038
0.022	-0.096	-0.049
0.015	-0.113	-0.069
0.016	-0.109	-0.060
0.010	-0.103	-0.078
0.016	-0.086	-0.065
0.019	-0.098	-0.088
0.017	-0.124	-0.107
0.019	-0.156	-0.107
0.022	-0.166	-0.088
0.019	-0.160	-0.089
0.022	-0.150	-0.081
0.008	-0.154	-0.091
0.016	-0.135	-0.103
0.025	-0.148	-0.106
0.013	-0.160	-0.095
0.016	-0.163	-0.086
0.023	-0.143	-0.085
0.025	-0.124	-0.082
0.021	-0.147	-0.080
0.016	-0.132	-0.092
0.009	-0.120	-0.106
0.010	-0.108	-0.111
0.014	-0.102	-0.115
0.011	-0.084	-0.096
0.012	-0.081	-0.071
0.023	-0.088	-0.076
0.019	-0.088	-0.084
0.021	-0.077	-0.056
0.007	-0.070	-0.064
0.012	-0.075	-0.052
0.018	-0.059	-0.063
0.006	-0.071	-0.057
0.015	-0.070	-0.047
0.017	-0.051	-0.053
0.014	-0.042	-0.051
0.023	-0.048	-0.041
0.008	-0.043	-0.023
0.012	-0.082	-0.052
0.016	-0.087	-0.056
0.015	-0.065	-0.051
0.018	-0.085	-0.046
0.018	-0.058	-0.067
0.019	-0.039	-0.077
0.017	-0.049	-0.087
0.010	-0.033	-0.063
0.003	-0.035	-0.063
0.013	-0.031	-0.063
0.017	-0.032	-0.072
0.009	-0.028	-0.072
0.018	-0.063	-0.055
0.021	-0.061	-0.049
0.016	-0.050	-0.045
0.020	-0.031	-0.031
0.011	-0.019	-0.029
0.007	-0.025	-0.048
0.014	-0.022	-0.047
0.015	-0.014	-0.034
0.015	-0.008	-0.041
0.018	-0.011	-0.027
0.016	-0.014	-0.031
0.018	-0.043	-0.017
0.002	-0.028	-0.003
0.011	-0.017	-0.003
0.018	-0.021	-0.008
0.007	-0.005	-0.012
0.009	-0.004	-0.023
0.016	-0.004	-0.018
0.015	-0.004	-0.003
0.019	-0.004	-0.016
0.018	0.003	-0.007
0.010	0.010	-0.006
0.003	0.001	-0.012
0.009	0.004	-0.021
0.007	-0.005	-0.009
0.009	-0.010	-0.012
0.014	-0.007	-0.011
0.014	-0.026	-0.016
0.019	-0.001	-0.000
0.004	0.010	0.006
0.013	0.017	-0.011
0.018	0.020	-0.016
0.007	0.008	-0.021
0.012	-0.001	-0.008
0.016	0.007	-0.014
0.010	0.008	-0.013
0.017	0.001	-0.003
-0.002	0.014	0.000
0.007	0.013	0.011
0.007	0.011	-0.005
0.012	0.013	-0.007
0.016	0.008	-0.002
0.019	0.014	-0.002
0.019	0.016	-0.010
0.028	-0.005	0.005
0.018	0.011	0.010
0.018	0.010	0.011
0.022	0.007	0.008
0.021	0.008	0.014
0.011	0.010	-0.018
0.019	-0.005	-0.011
0.021	0.004	-0.017
0.018	0.003	-0.002
0.015	0.007	-0.000
0.004	-0.001	-0.025
0.010	-0.012	-0.014
0.011	-0.002	-0.026
0.012	0.002	-0.016
0.017	0.010	-0.002
0.016	0.009	0.006
0.017	0.014	-0.012
0.018	-0.008	-0.025
0.004	-0.001	-0.010
0.016	0.006	-0.004
0.018	0.014	-0.016
0.010	0.023	-0.008
0.012	0.011	-0.009
0.016	0.011	-0.009
0.011	0.006	0.003
0.019	-0.002	0.011
0.016	0.003	0.017
0.008	-0.006	0.010
0.007	-0.005	0.003
0.011	0.009	0.003
0.012	0.006	0.004
0.013	0.012	0.008
0.016	0.002	0.018
0.017	-0.030	0.007
0.022	-0.021	0.011
0.008	-0.005	0.015
0.013	0.009	0.018
0.019	0.022	0.017
0.007	0.016	0.004
0.016	0.012	0.010
0.021	0.014	-0.004
0.015	0.027	-0.006
0.016	0.016	0.005
0.003	0.022	-0.001
0.012	0.019	0.001
0.011	-0.002	-0.009
0.011	-0.000	-0.003
0.008	-0.006	0.006
0.012	0.006	0.017
0.015	0.005	0.002
0.019	-0.017	0.009
0.017	-0.018	0.018
0.017	-0.008	0.014
0.025	-0.002	0.005
0.018	0.012	-0.000
0.009	0.005	0.002
0.013	0.007	0.009
0.019	0.012	0.003
0.018	0.004	0.006
0.017	0.001	0.020
0.013	0.003	0.014
0.010	-0.003	0.023
0.022	0.003	0.015
0.016	0.005	0.018
0.019	0.013	0.020
0.018	0.008	0.006
0.018	0.017	-0.011
0.021	0.004	0.002
0.003	0.010	0.011
0.012	0.015	0.009
0.018	0.020	0.009
0.006	0.022	0.005
0.011	0.011	0.004
0.020	0.007	-0.002
0.015	0.009	0.009
0.022	0.006	0.007
0.018	0.009	0.014
0.012	0.004	0.007
0.010	0.002	0.006
0.014	0.009	-0.002
0.009	0.005	-0.002
0.014	0.015	0.005
0.021	0.012	0.010
0.021	-0.010	-0.004
0.021	-0.001	0.007
0.012	0.005	0.005
0.016	0.011	0.015
0.021	0.011	0.019
0.005	0.013	0.001
0.012	0.004	0.005
0.021	0.001	0.004
0.015	0.010	0.010
0.021	-0.004	0.008
0.003	-0.014	0.009
0.009	-0.005	0.009
0.011	-0.006	0.015
0.013	0.002	0.019
0.010	0.001	0.018
0.021	0.006	0.017
0.023	0.006	0.002
0.026	-0.013	0.006
0.015	-0.007	0.013
0.008	-0.017	0.015
0.016	-0.007	0.011
0.011	-0.006	0.008
0.007	-0.005	-0.023
0.017	-0.006	-0.009
0.022	0.008	-0.002
0.014	-0.002	0.006
0.012	0.013	0.006
0.008	0.011	-0.004
0.013	-0.004	0.004
0.019	0.003	-0.015
0.020	-0.004	-0.005
0.024	0.008	-0.007
0.022	0.002	0.008
0.019	0.002	-0.004
0.020	-0.016	0.001
0.003	-0.014	0.011
0.013	-0.006	0.005
0.021	0.008	0.008
0.011	0.010	0.004
0.008	-0.005	0.004
0.012	-0.008	0.006
0.009	-0.020	0.007
0.016	-0.029	0.006
0.019	-0.023	0.011
0.015	-0.026	-0.000
0.017	-0.030	-0.006
0.019	-0.014	-0.012
0.015	-0.013	-0.012
0.008	-0.000	-0.015
0.019	0.002	-0.016
0.021	-0.025	-0.023
0.023	-0.033	-0.013
0.006	-0.028	-0.028
0.018	-0.020	-0.027
0.022	-0.015	-0.012
0.010	-0.043	-0.037
0.016	-0.046	-0.028
0.022	-0.043	-0.035
0.016	-0.043	-0.040
0.025	-0.042	-0.027
0.009	-0.028	-0.041
0.015	-0.028	-0.035
0.020	-0.033	-0.053
0.014	-0.043	-0.043
0.016	-0.044	-0.030
0.018	-0.061	-0.023
0.019	-0.070	-0.045
0.015	-0.086	-0.049
0.013	-0.059	-0.025
0.008	-0.034	-0.026
0.016	-0.036	-0.020
0.013	-0.028	-0.030
0.011	-0.038	-0.028
0.020	-0.038	-0.025
0.028	-0.040	-0.031
0.022	-0.039	-0.033
0.018	-0.031	-0.024
0.011	-0.026	-0.023
0.011	-0.034	-0.027
0.021	-0.021	-0.033
0.018	-0.026	-0.028
0.024	-0.013	-0.028
0.022	-0.014	-0.030
0.020	-0.037	-0.038
0.025	-0.075	-0.028
0.009	-0.064	-0.033
0.015	-0.056	-0.037
0.024	-0.052	-0.054
0.008	-0.055	-0.067
0.015	-0.055	-0.071
0.022	-0.052	-0.075
0.011	-0.074	-0.066
0.017	-0.095	-0.057
0.019	-0.078	-0.069
0.011	-0.100	-0.066
0.009	-0.119	-0.057
0.013	-0.125	-0.070
0.017	-0.140	-0.059
0.014	-0.133	-0.053
0.017	-0.136	-0.065
0.021	-0.135	-0.105
0.022	-0.117	-0.118
0.007	-0.137	-0.116
0.017	-0.135	-0.129
0.021	-0.121	-0.119
0.005	-0.143	-0.117
0.011	-0.133	-0.103
0.019	-0.117	-0.099
0.011	-0.096	-0.092
0.018	-0.078	-0.075
0.005	-0.072	-0.078
0.014	-0.056	-0.055
0.016	-0.061	-0.059
0.015	-0.045	-0.053
0.018	-0.034	-0.044
0.022	-0.040	-0.053
0.020	-0.045	-0.052
0.018	-0.051	-0.047
0.011	-0.053	-0.028
0.007	-0.047	-0.036
0.022	-0.050	-0.053
0.014	-0.031	-0.065
0.009	-0.053	-0.065
0.017	-0.064	-0.055
0.025	-0.051	-0.062
0.020	-0.054	-0.049
0.020	-0.044	-0.062
0.013	-0.043	-0.042
0.015	-0.052	-0.025
0.018	-0.065	-0.049
0.021	-0.066	-0.051
0.023	-0.071	-0.041
0.028	-0.059	-0.034
0.025	-0.053	-0.044
0.021	-0.077	-0.048
0.007	-0.066	-0.060
0.014	-0.045	-0.051
0.024	-0.056	-0.069
0.011	-0.046	-0.055
0.012	-0.032	-0.071
0.021	-0.034	-0.053
0.015	-0.032	-0.040
0.017	-0.032	-0.022
0.016	-0.043	-0.017
0.008	-0.035	-0.023
0.008	-0.038	-0.019
0.006	-0.022	-0.030
0.010	-0.024	-0.013
0.012	-0.010	-0.001
0.018	-0.023	-0.010
0.020	-0.027	-0.040
0.024	-0.014	-0.024
0.009	0.001	-0.049
0.016	0.001	-0.029
0.021	0.006	-0.019
0.007	0.003	-0.028
0.011	-0.007	-0.016
0.018	-0.001	-0.015
0.015	-0.019	-0.011
0.021	-0.011	0.002
0.008	-0.001	0.003
0.012	-0.025	0.010
0.016	-0.015	-0.001
0.014	-0.004	-0.006
0.017	-0.001	-0.012
0.017	0.006	-0.010
0.019	0.006	-0.004
0.017	-0.018	-0.006
0.013	-0.011	0.008
0.007	0.006	0.006
0.016	-0.001	-0.002
0.010	0.010	-0.014
0.010	0.008	-0.024
0.016	0.006	-0.015
0.020	0.013	-0.017
0.019	0.006	-0.019
0.018	0.006	-0.010
0.006	0.010	-0.009
0.007	0.000	0.002
0.013	-0.009	-0.004
0.015	-0.005	-0.001
0.018	-0.010	0.002
0.020	-0.005	0.001
0.020	-0.003	-0.009
0.019	-0.008	-0.009
0.004	-0.003	0.000
0.011	0.005	-0.004
0.017	0.012	-0.002
0.004	0.009	-0.000
0.015	0.001	0.003
0.021	-0.005	0.001
0.013	0.004	0.012
0.019	-0.007	0.017
0.017	-0.013	0.011
0.012	-0.005	0.002
0.010	-0.010	-0.002
0.008	-0.003	-0.003
0.013	-0.004	0.001
0.014	0.010	0.003
0.020	0.006	0.007
0.024	-0.001	0.002
0.026	0.008	0.011
0.011	0.003	0.007
0.019	0.014	0.016
0.028	0.022	0.003
0.011	0.015	-0.007
0.019	0.009	0.006
0.020	0.010	0.005
0.012	0.012	0.004
0.022	0.016	0.015
0.010	0.019	0.005
0.015	0.004	0.014
0.018	0.012	-0.005
0.008	0.016	-0.002
0.012	0.009	0.008
0.013	0.014	-0.001
0.014	0.009	-0.003
0.015	0.007	0.004
0.011	0.017	0.016
0.007	0.023	0.006
0.018	0.022	0.001
0.013	0.004	0.004
0.011	0.005	0.009
0.016	0.001	0.014
0.020	0.011	0.009
0.014	0.008	0.004
0.015	0.013	0.009
0.008	0.011	0.013
0.008	0.011	0.012
0.017	0.017	-0.002
0.020	0.009	0.001
0.018	0.016	-0.001
0.023	0.017	0.011
0.022	0.001	0.003
0.020	-0.001	0.011
0.006	0.005	0.007
0.014	0.011	0.002
0.024	0.020	0.005
0.007	0.024	0.000
0.011	0.005	-0.001
0.014	0.007	-0.001
0.015	0.015	-0.000
0.020	0.003	0.008
0.015	-0.001	0.020
0.008	-0.006	0.016
0.008	-0.010	0.012
0.009	0.004	0.005
0.011	-0.011	0.011
0.011	0.005	0.019
0.015	0.013	0.021
0.020	-0.016	0.012
0.014	-0.008	0.019
0.006	0.001	0.009
0.013	0.003	0.010
0.021	0.004	0.005
0.007	0.006	-0.006
0.019	-0.006	0.005
0.026	-0.001	-0.005
0.023	0.006	-0.003
0.026	0.014	0.002
0.010	0.015	-0.003
0.016	0.002	0.005
0.018	0.000	-0.009
0.018	0.012	0.002
0.015	0.027	-0.005
0.016	0.024	0.001
0.017	0.026	-0.007
0.018	0.012	-0.002
0.014	0.007	-0.011
0.011	0.009	-0.014
0.017	0.010	-0.007
0.015	0.017	-0.012
0.015	0.017	-0.013
0.020	0.013	-0.004
0.029	0.012	-0.009
0.025	0.002	0.003
0.021	0.017	0.006
0.012	0.009	0.011
0.014	0.006	0.015
0.019	0.015	0.005
0.017	0.006	-0.000
0.011	0.019	0.005
0.017	0.009	0.018
0.019	-0.012	0.004
0.019	-0.005	0.009
0.007	-0.005	0.010
0.009	-0.000	0.009
0.017	-0.002	0.005
0.002	0.006	0.000
0.015	-0.001	-0.013
0.021	-0.000	-0.021
0.021	0.007	-0.011
0.026	0.001	-0.022
0.017	0.007	-0.010
0.009	-0.005	-0.016
0.011	-0.011	-0.012
0.011	0.004	-0.011
0.011	0.001	-0.017
0.013	-0.000	-0.013
0.018	-0.018	-0.004
0.020	-0.040	-0.019
0.020	-0.034	-0.016
0.013	-0.030	-0.020
0.021	-0.022	-0.006
0.025	-0.020	-0.017
0.013	-0.013	-0.033
0.016	-0.013	-0.022
0.022	-0.016	-0.023
0.014	-0.029	-0.010
0.019	-0.031	-0.009
0.008	-0.023	-0.014
0.016	-0.032	-0.019
0.014	-0.040	-0.038
0.011	-0.040	-0.049
0.011	-0.050	-0.041
0.016	-0.048	-0.037
0.020	-0.037	-0.054
0.018	-0.060	-0.069
0.012	-0.042	-0.060
0.019	-0.047	-0.046
0.024	-0.065	-0.056
0.018	-0.051	-0.072
0.016	-0.042	-0.076
0.014	-0.041	-0.054
0.017	-0.027	-0.054
0.014	-0.037	-0.040
0.022	-0.022	-0.020
0.011	-0.037	-0.005
0.016	-0.055	-0.004
0.023	-0.048	-0.018
0.021	-0.050	-0.022
0.010	-0.030	-0.030
0.018	-0.029	-0.050
0.015	-0.033	-0.042
0.016	-0.019	-0.032
0.002	-0.026	-0.038
0.010	-0.021	-0.044
0.013	-0.029	-0.045
-0.002	-0.018	-0.053
0.007	-0.042	-0.043
0.010	-0.054	-0.040
0.004	-0.032	-0.037
0.009	-0.094	-0.042
0.014	-0.083	-0.038
0.005	-0.092	-0.030
0.007	-0.086	-0.051
0.006	-0.074	-0.049
0.011	-0.088	-0.044
0.016	-0.071	-0.042
0.023	-0.072	-0.042
0.022	-0.106	-0.050
0.019	-0.119	-0.069
0.005	-0.114	-0.064
0.012	-0.088	-0.096
0.016	-0.123	-0.108
0.003	-0.157	-0.099
0.013	-0.182	-0.102
0.017	-0.183	-0.089
0.013	-0.188	-0.104
0.017	-0.210	-0.097
0.009	-0.166	-0.132
0.011	-0.163	-0.137
0.016	-0.143	-0.148
0.014	-0.147	-0.144
0.016	-0.140	-0.157
0.014	-0.138	-0.164
0.015	-0.118	-0.167
0.012	-0.109	-0.156
0.012	-0.103	-0.159
0.012	-0.098	-0.122
0.016	-0.096	-0.116
0.016	-0.096	-0.115
