# Title: Diode Laser Toptica Frequency Scan, 9 dB MW, PM Blink.
# Note: Diode Laser Delay Scan, 9 dB on Var Attn, 37 dB PM, 55.75 V Top to Bot, n=27. Use Toptica to scan from 361373 to 361345 ish GHz over 10 Seconds.
# Type:	Toptica Frequency
# Hittite Freq:	18511.0 MHz
# Hittite: Power	18.6 dBm
# Laser Freq:	361373 to 361345 GHz
# Target:	Full Stark States in 55.75 V = 9.2 V/cm
# Laser Mod:	0th: 1.09	1st: 1.10
# Laser Mod Attn:	36 dB
# Delay:	98291 (0, Min for Red States)
# MW Attn:	9 dB
# Delay:	1000 ns
# MW Off:	IR + 100 ns
# Top w/o Static:	+0.0060 V
# Static:	+55.76 V (9.2 V/cm)
# Static Off:	NaN
b	r	s
0.013	-0.033	0.003
0.014	-0.045	0.006
0.020	-0.062	0.010
0.022	-0.055	-0.006
0.018	-0.058	-0.005
0.020	-0.058	-0.000
0.003	-0.098	0.000
0.002	-0.096	0.009
0.012	-0.119	0.004
0.015	-0.146	0.008
0.012	-0.156	0.012
0.020	-0.151	-0.016
0.019	-0.139	-0.014
0.007	-0.142	-0.003
0.005	-0.157	0.002
-0.000	-0.152	0.005
0.007	-0.171	0.000
0.010	-0.158	-0.017
0.010	-0.163	-0.004
0.015	-0.201	-0.023
0.012	-0.194	-0.007
0.016	-0.214	0.000
0.022	-0.208	-0.010
0.007	-0.198	0.000
0.001	-0.194	-0.000
0.009	-0.184	0.007
0.017	-0.223	0.009
0.019	-0.202	0.010
0.025	-0.184	-0.020
0.031	-0.153	-0.008
0.017	-0.130	0.001
-0.000	-0.161	0.008
0.009	-0.168	-0.022
0.015	-0.185	-0.014
0.007	-0.174	-0.003
0.011	-0.187	-0.004
0.013	-0.185	-0.013
0.018	-0.189	-0.003
0.022	-0.203	-0.006
0.014	-0.217	-0.017
0.003	-0.178	-0.003
0.007	-0.177	-0.006
0.013	-0.196	-0.006
0.013	-0.224	-0.003
0.022	-0.211	-0.002
0.022	-0.211	-0.020
0.020	-0.204	-0.013
0.011	-0.169	-0.003
-0.006	-0.131	0.004
0.000	-0.134	0.005
0.012	-0.125	0.014
0.010	-0.094	0.007
0.016	-0.073	0.017
0.020	-0.054	0.004
0.023	-0.044	0.010
0.021	-0.048	0.009
0.001	-0.053	0.010
0.008	-0.055	0.018
0.014	-0.061	0.013
0.021	-0.059	0.015
0.021	-0.054	0.021
0.022	-0.039	-0.009
0.023	-0.038	-0.008
0.014	-0.050	0.003
0.010	-0.038	0.015
0.007	-0.044	0.016
0.012	-0.049	0.009
0.015	-0.032	0.013
0.008	-0.040	0.014
0.012	-0.044	0.002
0.012	-0.048	0.003
0.020	-0.035	0.009
0.020	-0.051	-0.012
0.005	-0.032	0.002
-0.003	-0.033	-0.001
0.008	-0.036	0.006
0.015	-0.043	0.015
0.015	-0.036	0.023
0.017	-0.032	-0.016
0.016	-0.026	-0.003
0.009	-0.014	0.002
-0.008	-0.008	0.009
-0.001	-0.028	0.006
0.006	-0.017	0.010
0.004	-0.032	0.013
0.005	-0.027	0.016
0.008	-0.014	-0.002
0.014	-0.008	0.005
0.018	-0.014	0.009
0.009	-0.017	0.004
0.002	-0.006	0.012
0.004	-0.010	0.014
0.014	-0.010	0.023
0.011	-0.015	0.025
0.017	-0.002	0.018
0.015	-0.001	-0.012
0.017	-0.005	-0.002
0.012	0.006	0.009
0.002	0.002	0.011
0.010	-0.006	0.006
0.016	0.002	0.012
0.018	0.004	0.016
0.023	0.001	0.020
0.026	0.011	0.012
0.028	0.017	0.017
0.030	0.014	0.007
0.004	0.014	0.008
0.006	0.009	0.024
0.011	0.003	0.019
0.021	-0.004	0.023
0.019	0.006	0.030
0.024	0.012	0.001
0.025	0.015	0.004
0.016	0.000	0.011
0.012	0.007	0.014
0.019	-0.005	0.019
0.017	0.001	0.016
0.015	0.011	0.015
0.014	0.013	0.018
0.019	0.005	0.005
0.014	0.006	0.013
0.018	0.018	0.015
0.021	0.013	0.004
0.003	0.013	0.011
0.003	0.002	0.008
0.010	0.012	0.018
0.012	-0.003	0.025
0.013	0.009	0.023
0.016	0.017	-0.009
0.019	0.006	-0.000
0.014	0.014	0.010
-0.000	0.017	0.015
0.005	-0.005	0.011
0.015	0.002	0.013
0.011	0.014	0.020
0.014	0.010	0.025
0.014	0.017	0.012
0.020	0.017	0.016
0.022	0.018	0.015
0.018	0.012	0.006
0.003	0.019	0.014
0.006	0.004	0.007
0.011	0.000	0.013
0.007	0.001	0.018
0.018	0.001	0.015
0.017	-0.001	-0.006
0.017	-0.001	0.006
0.014	0.006	0.013
0.004	0.004	0.013
0.014	0.000	0.010
0.020	0.006	0.013
0.016	0.011	0.014
0.017	0.005	0.017
0.019	0.022	0.006
0.024	0.011	0.016
0.024	0.013	0.012
0.001	0.003	0.006
0.003	-0.002	0.021
0.007	-0.009	0.019
0.018	-0.020	0.027
0.018	-0.018	0.025
0.022	-0.008	-0.004
0.022	0.002	-0.000
0.019	-0.006	0.011
0.018	0.006	0.016
0.015	-0.002	0.022
0.020	-0.001	0.016
0.019	-0.001	0.019
0.015	-0.005	0.023
0.021	0.005	0.007
0.028	0.007	0.014
0.026	0.011	0.021
0.025	0.002	0.006
0.006	0.008	0.014
0.001	-0.005	0.009
0.010	0.007	0.016
0.016	-0.006	0.021
0.018	0.004	0.022
0.025	0.013	-0.009
0.025	0.007	0.003
0.015	0.015	0.011
-0.003	0.011	0.025
0.006	-0.004	0.013
0.012	-0.002	0.014
0.010	-0.005	0.021
0.013	-0.003	0.025
0.012	0.010	0.006
0.020	0.014	0.010
0.024	0.005	0.007
0.019	0.007	0.003
0.005	0.010	0.007
0.008	0.001	-0.000
0.020	-0.007	0.010
0.021	-0.020	0.012
0.024	-0.025	0.009
0.021	-0.010	-0.015
0.025	-0.019	-0.001
0.019	-0.016	0.007
0.002	-0.019	0.017
0.010	-0.027	0.011
0.018	-0.010	0.017
0.013	-0.007	0.019
0.017	-0.010	0.025
0.022	-0.007	0.016
0.023	0.003	0.021
0.029	-0.005	0.013
0.002	-0.012	0.005
0.004	-0.015	0.020
0.002	-0.008	0.020
0.010	-0.013	0.016
0.008	-0.014	0.017
0.017	-0.004	-0.005
0.016	-0.009	-0.002
0.014	-0.018	-0.001
0.009	-0.010	0.010
0.006	-0.020	0.022
0.014	-0.010	0.016
0.012	0.003	0.019
0.009	-0.003	0.022
0.014	0.007	-0.010
0.016	0.017	0.005
0.020	0.019	0.006
0.027	0.018	-0.007
0.008	0.010	0.004
0.008	-0.004	0.007
0.016	0.004	0.011
0.017	-0.009	0.013
0.019	-0.000	0.022
0.026	-0.002	-0.020
0.025	-0.005	-0.007
0.019	-0.001	-0.000
0.001	0.006	0.007
0.009	-0.019	-0.003
0.019	-0.007	0.010
0.014	0.000	0.016
0.013	0.002	0.015
0.016	-0.001	0.001
0.023	-0.003	0.006
0.024	-0.006	-0.000
0.019	-0.017	-0.009
0.006	-0.008	0.009
0.008	-0.020	0.005
0.015	-0.023	0.003
0.020	-0.024	0.007
0.025	-0.025	0.004
0.021	-0.019	-0.008
0.019	-0.020	0.001
0.013	-0.010	0.006
-0.002	-0.011	0.013
0.004	-0.011	0.004
0.013	-0.001	0.010
0.012	-0.013	0.020
0.020	-0.009	0.017
0.015	0.002	0.009
0.025	0.007	0.016
0.025	0.008	0.012
0.005	-0.001	0.015
0.007	-0.013	0.017
0.013	-0.001	0.008
0.018	-0.009	0.012
0.015	-0.015	0.018
0.017	-0.003	-0.006
0.020	0.003	-0.007
0.019	-0.010	-0.000
0.015	-0.004	0.016
0.010	-0.016	0.016
0.015	-0.009	0.018
0.017	-0.011	0.020
0.015	-0.015	0.025
0.017	-0.007	-0.000
0.017	-0.023	0.007
0.021	-0.006	0.016
0.018	-0.001	-0.002
0.011	-0.006	0.012
0.009	-0.020	0.011
0.015	-0.006	0.018
0.018	-0.012	0.019
0.019	-0.012	0.032
0.024	-0.007	-0.010
0.025	-0.005	-0.002
0.015	-0.002	0.013
0.004	-0.005	0.014
0.014	-0.039	0.014
0.018	-0.046	0.021
0.010	-0.034	0.020
0.007	-0.040	0.022
0.007	-0.049	0.012
0.018	-0.048	0.010
0.020	-0.056	0.005
0.012	-0.057	0.011
0.005	-0.049	0.011
0.005	-0.060	0.004
0.016	-0.072	0.010
0.009	-0.057	0.011
0.021	-0.064	0.003
0.016	-0.038	-0.018
0.016	-0.055	-0.005
0.012	-0.047	-0.001
-0.001	-0.040	0.002
0.011	-0.059	0.003
0.016	-0.062	0.013
0.019	-0.039	0.019
0.024	-0.044	0.010
0.019	-0.037	0.002
0.021	-0.027	0.015
0.026	-0.035	0.010
0.004	-0.027	0.002
0.002	-0.025	0.006
0.009	-0.017	0.009
0.020	-0.036	0.014
0.018	-0.031	0.021
0.022	-0.030	-0.006
0.019	-0.012	-0.006
0.023	-0.042	-0.000
0.014	-0.027	0.005
0.009	-0.046	0.006
0.011	-0.038	0.001
0.013	-0.040	0.008
0.010	-0.036	0.016
0.016	-0.021	-0.002
0.012	-0.010	0.011
0.017	-0.013	0.017
0.019	-0.012	0.002
0.012	-0.015	0.012
0.009	-0.023	0.003
0.016	-0.015	0.012
0.022	-0.027	0.017
0.015	-0.014	0.024
0.022	-0.009	-0.020
0.022	-0.008	-0.003
0.012	-0.007	0.002
-0.001	-0.001	0.010
0.008	-0.015	0.007
0.014	-0.005	0.012
0.005	0.004	0.023
0.012	0.005	0.022
0.012	0.005	0.001
0.015	0.000	0.012
0.017	0.005	0.007
0.012	0.007	0.003
0.000	0.007	0.012
0.004	-0.009	0.006
0.009	-0.015	0.011
0.010	-0.010	0.016
0.011	0.002	0.012
0.013	0.010	-0.006
0.014	-0.001	0.003
0.008	-0.002	0.012
-0.004	-0.002	0.022
0.003	-0.002	0.020
0.010	0.001	0.025
0.003	0.009	0.029
0.011	0.000	0.012
0.010	0.004	0.008
0.017	0.000	0.016
0.020	-0.006	0.015
0.006	-0.019	0.009
0.001	-0.025	0.019
0.006	-0.003	0.012
0.011	-0.015	0.014
0.010	-0.007	0.017
0.013	0.001	-0.005
0.015	0.003	-0.008
0.021	-0.007	0.003
0.007	-0.000	0.012
0.006	-0.017	0.020
0.011	0.000	0.018
0.012	0.006	0.019
0.008	0.004	0.023
0.017	0.006	0.003
0.019	0.014	0.007
0.019	0.021	0.016
0.017	0.018	0.002
0.011	0.013	0.016
0.007	-0.003	0.016
0.013	-0.008	0.021
0.015	-0.010	0.021
0.016	-0.006	0.028
0.019	0.011	-0.012
0.015	0.009	0.001
0.012	0.010	0.008
-0.001	0.010	0.016
0.008	-0.012	0.008
0.015	0.002	0.015
0.011	0.014	0.020
0.009	0.011	0.020
0.010	0.021	0.003
0.017	0.025	0.009
0.017	0.023	0.005
0.010	0.022	0.005
0.001	0.019	0.015
0.004	0.009	0.009
0.013	0.007	0.015
0.012	0.003	0.017
0.017	0.008	0.014
0.016	0.017	-0.006
0.015	0.010	0.008
0.007	0.012	0.013
-0.004	-0.002	0.015
0.007	-0.007	0.008
0.014	0.005	0.014
0.010	0.016	0.016
0.017	0.007	0.004
0.017	0.020	0.001
0.014	0.022	0.009
0.021	0.013	0.009
0.005	0.003	0.010
0.006	-0.010	0.020
0.012	-0.003	0.018
0.018	-0.006	0.020
0.012	0.004	0.028
0.018	0.007	0.008
0.019	0.008	0.007
0.014	0.018	0.011
0.009	0.021	0.016
0.010	-0.000	0.020
0.018	0.004	0.015
0.017	0.007	0.017
0.014	0.001	0.023
0.021	0.006	-0.000
0.018	0.015	0.011
0.018	0.014	0.018
0.018	0.013	-0.012
0.016	0.007	-0.002
0.007	-0.005	0.000
0.011	-0.005	0.016
0.018	-0.014	0.013
0.016	-0.006	0.021
0.020	-0.001	-0.013
0.013	-0.003	0.000
0.007	0.010	0.008
-0.006	0.016	0.012
-0.001	0.001	0.006
0.013	0.010	0.014
0.004	0.023	0.020
0.008	0.016	0.021
0.006	0.013	0.006
0.014	0.009	0.010
0.018	0.008	0.010
0.013	0.016	0.007
-0.000	0.008	0.007
0.009	0.002	-0.001
0.013	-0.002	0.006
0.018	-0.005	0.018
0.022	0.002	0.010
0.022	0.011	-0.010
0.019	0.003	-0.006
0.006	0.010	0.005
-0.000	0.014	0.013
0.012	0.001	0.005
0.017	0.012	0.017
0.009	0.013	0.021
0.016	0.012	0.011
0.012	0.016	0.012
0.014	0.018	0.015
0.015	0.017	0.024
0.002	-0.011	0.016
0.002	-0.026	0.026
0.009	-0.012	0.021
0.020	-0.030	0.022
0.018	-0.022	0.026
0.028	-0.011	0.000
0.024	-0.009	-0.013
0.023	-0.003	-0.007
0.010	0.007	0.006
0.006	-0.007	0.010
0.013	-0.018	0.010
0.015	-0.005	0.011
0.012	-0.009	0.019
0.017	-0.005	-0.004
0.017	-0.005	0.003
0.025	0.007	0.016
0.018	-0.001	-0.001
0.001	-0.009	-0.000
0.001	-0.009	-0.021
0.012	-0.007	-0.012
0.016	-0.009	0.002
0.018	-0.002	0.011
0.022	-0.008	-0.011
0.020	-0.013	0.002
0.017	-0.003	0.012
0.002	0.001	0.018
0.014	-0.019	0.007
0.014	-0.025	0.010
0.012	-0.016	0.017
0.014	-0.016	0.016
0.013	-0.009	0.004
0.016	0.001	0.005
0.023	-0.003	0.004
0.017	0.003	-0.005
0.009	0.004	0.012
0.007	-0.005	0.010
0.013	-0.001	0.016
0.010	-0.003	0.015
0.016	0.001	0.014
0.014	0.007	-0.007
0.015	0.001	0.004
0.005	0.001	0.017
-0.002	-0.008	0.027
0.009	-0.010	0.021
0.016	-0.006	0.025
0.012	-0.019	0.030
0.011	-0.006	0.009
0.013	0.002	0.011
0.018	0.010	0.016
0.025	0.006	0.014
0.008	-0.002	0.012
0.004	-0.013	0.018
0.010	-0.006	0.010
0.014	-0.012	0.012
0.011	-0.005	0.019
0.021	-0.006	-0.005
0.019	0.005	-0.012
0.016	0.003	-0.001
0.006	-0.001	0.006
0.002	-0.010	0.014
0.010	0.002	0.009
0.014	0.019	0.008
0.013	0.010	0.009
0.016	0.013	-0.008
0.017	0.022	-0.008
0.020	0.021	0.004
0.019	0.014	-0.006
0.005	0.011	0.006
0.004	-0.004	0.006
0.009	-0.009	0.016
0.015	-0.009	0.020
0.018	-0.002	0.020
0.021	0.002	-0.012
0.017	-0.015	-0.003
0.014	-0.003	0.001
-0.002	0.005	0.009
0.009	-0.005	0.006
0.017	0.008	0.006
0.011	0.012	0.010
0.014	0.004	0.014
0.013	0.008	0.000
0.016	0.013	0.012
0.014	0.011	0.008
0.004	0.006	0.005
0.001	0.007	0.014
0.005	0.001	0.008
0.011	-0.001	0.018
0.012	0.001	0.024
0.021	0.005	0.021
0.016	0.016	-0.006
0.017	0.008	0.007
0.004	0.014	0.016
-0.000	0.014	0.025
0.007	0.009	0.014
0.013	0.000	0.016
0.006	0.008	0.021
0.012	0.008	0.005
0.013	0.012	0.002
0.018	0.017	0.008
0.023	0.010	0.009
0.008	0.006	0.004
0.001	-0.004	-0.001
0.013	0.002	-0.001
0.017	-0.018	0.011
0.018	-0.017	0.014
0.019	-0.005	-0.008
0.024	0.004	-0.012
0.020	0.003	0.001
0.008	0.002	0.009
0.013	-0.011	0.010
0.015	0.006	0.006
0.019	0.018	0.015
0.012	0.004	0.016
0.016	0.001	0.005
0.016	0.008	0.012
0.019	0.008	0.022
0.016	0.010	0.006
0.003	0.008	0.016
0.002	-0.007	0.011
0.011	-0.005	0.016
0.014	-0.009	0.015
0.015	-0.003	0.023
0.024	0.004	-0.003
0.017	0.002	0.008
0.015	-0.011	0.016
0.001	-0.004	0.025
0.007	-0.029	0.013
0.013	-0.019	0.014
0.007	-0.009	0.020
0.010	-0.016	0.021
0.013	-0.005	0.003
0.019	0.001	0.012
0.022	-0.006	0.003
0.011	0.004	0.007
0.008	0.001	0.012
0.011	-0.013	0.008
0.020	-0.009	0.018
0.017	-0.007	0.018
0.022	-0.007	0.013
0.019	0.004	-0.012
0.019	-0.002	-0.000
0.004	0.004	0.006
-0.000	-0.004	0.009
0.009	-0.014	0.005
0.015	-0.010	0.014
0.016	-0.008	0.012
0.020	-0.036	-0.005
0.020	-0.021	-0.000
0.023	-0.016	0.009
0.027	-0.011	-0.001
0.009	-0.025	-0.000
0.007	-0.041	0.007
0.014	-0.034	-0.013
0.021	-0.056	-0.020
0.017	-0.050	-0.007
0.023	-0.047	-0.031
0.020	-0.039	-0.038
0.015	-0.035	-0.032
0.004	-0.032	-0.021
0.004	-0.059	-0.012
0.016	-0.046	-0.011
0.018	-0.046	0.002
0.012	-0.042	0.009
0.014	-0.055	-0.013
0.014	-0.034	-0.011
0.017	-0.046	-0.001
0.016	-0.034	-0.013
0.001	-0.026	-0.005
0.003	-0.029	0.003
0.010	-0.046	0.012
0.018	-0.047	0.005
0.020	-0.055	0.011
0.027	-0.033	-0.014
0.019	-0.049	-0.007
0.014	-0.058	0.001
0.002	-0.037	0.015
0.009	-0.050	0.011
0.015	-0.030	0.008
0.012	-0.047	0.017
0.015	-0.030	0.018
0.014	-0.034	-0.004
0.021	-0.025	0.004
0.020	-0.017	-0.011
0.007	-0.010	-0.009
0.001	-0.004	0.000
0.006	-0.007	-0.006
0.008	-0.023	-0.009
0.009	-0.011	0.002
0.010	-0.015	0.002
0.010	-0.025	-0.024
0.013	-0.026	-0.018
0.004	-0.030	0.003
0.008	-0.032	0.009
0.013	-0.032	0.006
0.017	-0.016	0.016
0.009	-0.024	0.017
0.016	-0.023	0.008
0.014	-0.018	0.017
0.019	-0.018	0.020
0.026	-0.020	0.013
0.008	-0.028	0.010
0.006	-0.031	0.016
0.013	-0.029	0.005
0.018	-0.038	0.008
0.017	-0.032	0.012
0.019	-0.030	-0.006
0.015	-0.017	-0.014
0.014	-0.020	-0.025
0.003	-0.015	-0.008
0.004	-0.032	-0.008
0.009	-0.032	-0.001
0.014	-0.019	0.006
0.014	-0.034	0.010
0.020	-0.028	-0.003
0.020	-0.011	0.003
0.026	-0.015	0.009
0.021	-0.017	0.002
0.014	-0.015	0.012
0.008	-0.032	0.006
0.016	-0.022	0.011
0.016	-0.021	0.011
0.017	-0.013	0.016
0.021	-0.033	-0.009
0.014	-0.054	-0.008
0.008	-0.030	0.004
-0.004	-0.017	0.017
0.008	-0.015	0.010
0.013	-0.018	0.010
0.008	-0.016	0.017
0.012	-0.020	0.014
0.012	-0.007	-0.010
0.016	-0.005	0.001
0.020	-0.019	-0.005
0.005	-0.015	-0.005
0.002	-0.007	0.002
0.005	-0.016	0.002
0.016	-0.016	0.007
0.015	-0.012	-0.001
0.022	-0.018	0.003
0.025	-0.026	-0.016
0.025	-0.036	-0.000
0.007	-0.028	0.005
0.011	-0.029	0.013
0.017	-0.027	0.014
0.023	-0.016	0.020
0.019	-0.026	0.020
0.023	-0.037	0.008
0.028	-0.025	0.007
0.029	-0.020	0.019
0.029	-0.018	0.005
0.008	-0.021	0.001
0.011	-0.023	0.010
0.019	-0.014	0.007
0.022	-0.035	0.006
0.016	-0.026	0.019
0.022	-0.020	-0.008
0.016	-0.018	-0.009
0.016	-0.014	0.008
0.009	0.001	0.018
0.011	-0.021	0.015
0.022	-0.021	0.020
0.023	-0.015	0.022
0.020	-0.019	0.023
0.025	-0.018	0.018
0.025	-0.014	0.019
0.025	-0.016	0.014
0.020	-0.016	0.006
0.005	-0.019	0.010
0.005	-0.028	0.013
0.011	-0.034	0.019
0.019	-0.038	0.018
0.015	-0.018	0.021
0.019	-0.012	-0.007
0.015	-0.022	0.005
0.015	-0.019	0.003
-0.000	-0.034	0.007
0.010	-0.049	0.007
0.018	-0.049	0.019
0.011	-0.041	0.012
0.012	-0.034	0.022
0.012	-0.030	-0.006
0.022	-0.020	0.007
0.024	-0.024	-0.002
0.009	-0.008	-0.001
0.004	-0.030	0.013
0.007	-0.030	0.007
0.014	-0.025	0.014
0.018	-0.019	0.013
0.023	-0.018	0.001
0.029	-0.016	-0.011
0.026	-0.019	0.001
0.013	-0.008	0.008
0.016	-0.012	0.012
0.020	-0.015	0.001
0.020	-0.004	0.011
0.020	-0.001	0.011
0.018	0.006	-0.007
0.018	0.009	0.005
0.020	0.017	0.017
0.024	0.002	0.013
0.008	-0.010	0.016
0.006	-0.028	0.021
0.016	-0.021	0.010
0.020	-0.019	0.021
0.017	-0.006	0.030
0.021	-0.002	0.013
0.018	0.001	0.004
0.014	0.008	0.008
0.002	0.013	0.015
0.003	-0.004	0.009
0.012	0.005	0.018
0.018	0.006	0.023
0.015	-0.000	0.018
0.016	0.009	0.017
0.015	0.004	0.013
0.018	-0.003	0.006
0.014	0.006	0.000
0.008	0.009	0.011
-0.003	-0.006	0.004
0.005	-0.006	0.013
0.007	-0.006	0.022
0.014	-0.004	0.018
0.024	-0.007	-0.011
0.015	-0.005	0.004
0.010	-0.007	0.011
-0.004	0.002	0.025
0.001	-0.001	0.021
0.007	-0.001	0.026
0.000	0.009	0.023
0.003	0.010	0.027
0.007	0.012	0.008
0.013	0.010	0.013
0.017	0.012	0.010
-0.000	0.018	0.008
-0.004	0.010	0.017
-0.006	-0.000	0.008
0.006	-0.002	0.016
0.006	-0.005	0.021
0.012	0.002	0.019
0.020	-0.003	0.000
0.021	-0.005	0.012
0.003	0.003	0.017
-0.002	0.002	0.012
0.007	0.001	0.001
0.013	0.012	0.007
0.014	0.016	0.008
0.017	0.014	-0.006
0.020	0.024	0.010
0.023	0.018	0.018
0.025	0.014	0.017
0.009	0.007	0.010
0.005	-0.008	0.020
0.012	0.003	0.006
0.019	-0.004	0.012
0.013	-0.006	0.019
0.020	-0.004	0.001
0.022	0.003	-0.004
0.014	0.005	-0.005
0.001	0.007	0.008
0.007	-0.007	0.009
0.013	0.003	0.014
0.014	0.004	0.025
0.011	0.007	0.033
0.014	0.010	0.022
0.017	0.018	0.027
0.019	0.018	0.021
0.017	0.014	0.021
0.004	0.013	0.018
0.007	0.004	0.013
0.015	-0.026	0.018
0.018	-0.025	0.025
0.020	-0.013	0.019
0.023	-0.002	-0.017
0.018	-0.004	-0.004
0.018	-0.000	0.006
0.001	-0.001	0.015
0.010	-0.027	0.014
0.019	-0.010	0.021
0.012	-0.003	0.031
0.014	0.001	0.024
0.012	0.004	0.007
0.023	0.008	0.011
0.022	-0.001	0.009
0.002	0.006	0.009
-0.002	0.006	0.009
-0.001	-0.008	0.007
0.004	-0.011	0.020
0.008	-0.009	0.024
0.017	-0.005	0.012
0.021	0.007	-0.011
0.014	0.001	0.002
0.004	0.007	0.009
0.000	0.005	0.017
0.004	0.005	0.013
0.013	0.010	0.009
0.013	0.015	0.015
0.015	0.014	-0.008
0.015	0.016	0.004
0.018	0.016	0.014
0.017	0.014	0.013
0.011	0.007	0.008
0.005	-0.011	0.011
0.017	-0.010	0.011
0.020	-0.015	0.019
0.019	-0.007	0.021
0.023	0.005	-0.002
0.023	0.005	-0.012
0.015	0.000	0.000
0.003	0.003	0.014
0.007	-0.017	0.012
0.012	-0.008	0.015
0.009	-0.002	0.022
0.008	-0.005	0.014
0.016	0.002	0.009
0.014	0.007	0.018
0.017	0.005	0.010
0.007	0.008	0.003
0.005	-0.013	0.011
0.003	-0.022	0.005
0.012	-0.017	0.011
0.014	-0.029	0.020
0.017	-0.023	0.010
0.024	-0.009	-0.027
0.023	-0.002	-0.009
0.015	-0.005	0.003
0.002	-0.012	0.010
0.011	-0.024	0.002
0.014	-0.017	0.006
0.012	-0.022	-0.003
0.015	-0.017	-0.004
0.015	-0.013	-0.007
0.014	-0.023	-0.002
0.018	-0.014	-0.004
-0.004	-0.009	-0.000
0.003	-0.015	0.003
0.002	-0.031	-0.002
0.011	-0.021	0.004
0.011	-0.018	-0.006
0.017	-0.005	-0.004
0.020	0.002	-0.020
0.017	-0.003	-0.004
0.002	-0.004	-0.001
-0.001	-0.008	0.013
0.008	-0.016	0.004
0.014	-0.033	0.005
0.014	-0.028	0.013
0.019	-0.027	-0.015
0.023	-0.014	-0.007
0.027	0.003	0.002
0.028	0.001	0.000
0.014	-0.011	0.003
0.009	-0.023	0.003
0.011	-0.011	0.002
0.017	-0.010	0.010
0.016	-0.006	0.017
0.020	-0.006	0.008
0.020	0.005	-0.008
0.012	0.009	0.004
-0.001	-0.001	0.014
0.008	-0.015	0.006
0.016	-0.017	0.012
0.016	-0.014	0.016
0.012	-0.008	0.021
0.016	-0.008	0.007
0.018	0.001	0.009
0.022	0.000	0.008
0.018	0.003	0.002
0.010	-0.003	0.010
0.013	-0.009	0.002
0.013	-0.014	0.015
0.019	-0.017	0.020
0.021	-0.010	0.011
0.020	-0.012	-0.013
0.015	-0.013	-0.000
0.013	-0.018	-0.001
-0.005	-0.005	0.014
0.006	-0.017	0.008
0.012	-0.009	0.010
0.008	-0.012	0.006
0.010	-0.010	0.013
0.013	-0.016	-0.017
0.017	-0.025	-0.002
0.021	-0.024	-0.001
-0.002	-0.007	-0.001
0.000	-0.037	0.005
0.006	-0.034	0.000
0.010	-0.034	0.009
0.013	-0.034	0.010
0.017	-0.019	0.003
0.019	-0.006	-0.022
0.026	-0.017	-0.008
0.013	-0.015	0.006
0.005	-0.013	0.010
0.014	-0.023	0.001
0.019	-0.009	0.010
0.016	0.001	-0.003
0.020	0.001	-0.010
0.021	-0.004	-0.001
0.025	0.006	0.010
0.025	0.006	0.005
0.017	-0.002	0.009
0.009	-0.004	0.015
0.021	0.009	0.012
0.023	-0.012	0.014
0.021	0.001	0.017
0.025	0.003	-0.000
0.022	0.002	-0.008
0.018	0.007	0.002
-0.005	0.018	0.009
-0.000	-0.000	0.002
0.010	0.009	0.009
0.012	0.003	0.018
0.013	-0.010	0.014
0.016	0.004	0.001
0.018	0.008	0.006
0.023	-0.009	0.004
0.019	-0.007	0.001
0.009	-0.002	0.009
0.009	-0.007	-0.005
0.016	-0.005	0.003
0.017	-0.007	0.016
0.021	-0.003	0.007
0.025	-0.003	-0.009
0.017	-0.004	0.007
0.010	-0.005	0.009
0.001	-0.007	0.017
0.010	-0.028	0.002
0.013	-0.027	0.009
0.005	-0.025	0.017
0.008	-0.026	0.022
0.004	-0.017	-0.001
0.012	-0.020	0.005
0.018	-0.013	-0.013
0.004	0.001	-0.007
0.005	0.008	0.002
0.005	-0.003	0.003
0.010	-0.007	0.011
0.007	-0.000	0.020
0.021	0.008	0.012
0.023	0.001	-0.002
0.028	-0.000	0.009
0.009	0.016	0.013
0.005	0.007	0.021
0.011	0.000	0.013
0.019	0.005	0.015
0.016	0.012	0.023
0.018	0.008	0.006
0.017	0.008	0.007
0.021	0.014	0.017
0.023	0.016	0.017
0.007	0.012	0.012
0.001	-0.005	0.014
0.006	0.007	0.024
0.010	-0.009	0.026
0.011	-0.006	0.027
0.020	0.002	0.007
0.019	0.012	0.005
0.011	0.004	0.013
-0.008	0.013	0.015
-0.000	0.002	-0.001
0.005	0.011	0.007
0.011	0.011	0.014
0.009	0.006	0.018
0.014	0.015	-0.000
0.019	0.023	0.005
0.022	0.016	0.007
0.015	0.018	-0.002
0.004	0.007	-0.007
0.007	-0.022	0.002
0.011	-0.029	0.009
0.018	-0.037	0.016
0.016	-0.019	0.020
0.024	-0.001	-0.011
0.017	-0.007	0.005
0.015	-0.006	0.010
-0.001	0.006	0.023
0.007	-0.008	0.014
0.016	0.004	0.021
0.006	0.012	0.019
0.012	0.011	0.023
0.010	0.013	0.008
0.015	0.012	0.003
0.015	0.008	-0.006
0.000	0.014	-0.003
-0.000	0.009	0.009
0.002	0.002	0.008
0.011	0.001	0.019
0.016	0.004	0.018
0.022	0.010	0.009
0.025	0.016	-0.004
0.026	0.003	0.005
0.008	0.011	0.013
0.002	0.000	0.020
0.008	-0.008	0.016
0.011	-0.002	0.013
0.009	0.007	0.012
0.013	-0.012	0.005
0.015	-0.034	0.010
0.022	-0.077	-0.006
0.021	-0.108	-0.004
